filename,family,genus,species
3996715664.jpg,Erebidae,Arctia,Arctia villica
4111577092.jpg,Erebidae,Arctia,Arctia villica
3997032507.jpg,Erebidae,Arctia,Arctia villica
3859872813.jpg,Erebidae,Arctia,Arctia villica
4116367091.jpg,Erebidae,Arctia,Arctia villica
3985610088.jpg,Erebidae,Arctia,Arctia villica
3858850590.jpg,Erebidae,Arctia,Arctia villica
3826356200.jpg,Erebidae,Arctia,Arctia villica
3823185697.jpg,Erebidae,Arctia,Arctia villica
3860726510.jpg,Erebidae,Arctia,Arctia villica
3995029661.jpg,Erebidae,Arctia,Arctia villica
3997055895.jpg,Erebidae,Arctia,Arctia villica
3785026979.jpg,Erebidae,Arctia,Arctia villica
3802371772.jpg,Erebidae,Arctia,Arctia villica
3995885312.jpg,Erebidae,Arctia,Arctia villica
4011734392.jpg,Erebidae,Arctia,Arctia villica
3827007765.jpg,Erebidae,Arctia,Arctia villica
3825941378.jpg,Erebidae,Arctia,Arctia villica
3824011130.jpg,Erebidae,Arctia,Arctia villica
3823320283.jpg,Erebidae,Arctia,Arctia villica
4018231522.jpg,Erebidae,Arctia,Arctia villica
3824754872.jpg,Erebidae,Arctia,Arctia villica
3858596985.jpg,Erebidae,Arctia,Arctia villica
3997113098.jpg,Erebidae,Arctia,Arctia villica
3996111161.jpg,Erebidae,Arctia,Arctia villica
3997490665.jpg,Erebidae,Arctia,Arctia villica
3995221731.jpg,Erebidae,Arctia,Arctia villica
3904966179.jpg,Erebidae,Arctia,Arctia villica
3995565952.jpg,Erebidae,Arctia,Arctia villica
3903919676.jpg,Erebidae,Arctia,Arctia villica
3823287918.jpg,Erebidae,Arctia,Arctia villica
3996634278.jpg,Erebidae,Arctia,Arctia villica
3905616006.jpg,Erebidae,Arctia,Arctia villica
3802788582.jpg,Erebidae,Arctia,Arctia villica
3905126306.jpg,Erebidae,Arctia,Arctia villica
3995518539.jpg,Erebidae,Arctia,Arctia villica
3823275682.jpg,Erebidae,Arctia,Arctia villica
3760328301.jpg,Erebidae,Arctia,Arctia villica
3995153319.jpg,Erebidae,Arctia,Arctia villica
3784925529.jpg,Erebidae,Arctia,Arctia villica
3784949451.jpg,Erebidae,Arctia,Arctia villica
3824740335.jpg,Erebidae,Arctia,Arctia villica
3826978688.jpg,Erebidae,Arctia,Arctia villica
3824481786.jpg,Erebidae,Arctia,Arctia villica
3772672642.jpg,Erebidae,Arctia,Arctia villica
4111780269.jpg,Erebidae,Arctia,Arctia villica
4116500696.jpg,Erebidae,Arctia,Arctia villica
3995017957.jpg,Erebidae,Arctia,Arctia villica
3823279947.jpg,Erebidae,Arctia,Arctia villica
3859403876.jpg,Erebidae,Arctia,Arctia villica
3825871769.jpg,Erebidae,Arctia,Arctia villica
3859925998.jpg,Erebidae,Arctia,Arctia villica
3995700051.jpg,Erebidae,Arctia,Arctia villica
4116669330.jpg,Erebidae,Arctia,Arctia villica
3858474559.jpg,Erebidae,Arctia,Arctia villica
3823898343.jpg,Erebidae,Arctia,Arctia villica
3902468215.jpg,Erebidae,Arctia,Arctia villica
4075950394.jpg,Erebidae,Arctia,Arctia villica
3995633823.jpg,Erebidae,Arctia,Arctia villica
3995463082.jpg,Erebidae,Arctia,Arctia villica
4076112387.jpg,Erebidae,Arctia,Arctia villica
3996460158.jpg,Erebidae,Arctia,Arctia villica
3995760341.jpg,Erebidae,Arctia,Arctia villica
4057236132.jpg,Erebidae,Arctia,Arctia villica
3902774526.jpg,Erebidae,Arctia,Arctia villica
3802677224.jpg,Erebidae,Arctia,Arctia villica
3827109728.jpg,Erebidae,Arctia,Arctia villica
3996711307.jpg,Erebidae,Arctia,Arctia villica
3824312913.jpg,Erebidae,Arctia,Arctia villica
3823885607.jpg,Erebidae,Arctia,Arctia villica
3996997278.jpg,Erebidae,Arctia,Arctia villica
3859427823.jpg,Erebidae,Arctia,Arctia villica
3997397407.jpg,Erebidae,Arctia,Arctia villica
3995138779.jpg,Erebidae,Arctia,Arctia villica
4056015014.jpg,Erebidae,Arctia,Arctia villica
3995040140.jpg,Erebidae,Arctia,Arctia villica
3986089181.jpg,Erebidae,Arctia,Arctia villica
3995249312.jpg,Erebidae,Arctia,Arctia villica
3996265100.jpg,Erebidae,Arctia,Arctia villica
4116602374.jpg,Erebidae,Arctia,Arctia villica
3824117863.jpg,Erebidae,Arctia,Arctia villica
3802585246.jpg,Erebidae,Arctia,Arctia villica
3824009308.jpg,Erebidae,Arctia,Arctia villica
4116155975.jpg,Erebidae,Arctia,Arctia villica
3995539921.jpg,Erebidae,Arctia,Arctia villica
3824513704.jpg,Erebidae,Arctia,Arctia villica
3858451018.jpg,Erebidae,Arctia,Arctia villica
3827143090.jpg,Erebidae,Arctia,Arctia villica
3996488891.jpg,Erebidae,Arctia,Arctia villica
3860672919.jpg,Erebidae,Arctia,Arctia villica
3858515438.jpg,Erebidae,Arctia,Arctia villica
3995149045.jpg,Erebidae,Arctia,Arctia villica
3995033434.jpg,Erebidae,Arctia,Arctia villica
3802574033.jpg,Erebidae,Arctia,Arctia villica
3860683348.jpg,Erebidae,Arctia,Arctia villica
3826988345.jpg,Erebidae,Arctia,Arctia villica
3824306960.jpg,Erebidae,Arctia,Arctia villica
3760357074.jpg,Erebidae,Arctia,Arctia villica
3858429614.jpg,Erebidae,Arctia,Arctia villica
3996701666.jpg,Erebidae,Arctia,Arctia villica
3995582147.jpg,Erebidae,Arctia,Arctia villica
3995002020.jpg,Erebidae,Arctia,Arctia villica
3825894037.jpg,Erebidae,Arctia,Arctia villica
4116228446.jpg,Erebidae,Arctia,Arctia villica
3824480152.jpg,Erebidae,Arctia,Arctia villica
3997372106.jpg,Erebidae,Arctia,Arctia villica
4112046493.jpg,Erebidae,Arctia,Arctia villica
3996196052.jpg,Erebidae,Arctia,Arctia villica
3826243308.jpg,Erebidae,Arctia,Arctia villica
4111616077.jpg,Erebidae,Arctia,Arctia villica
3824066677.jpg,Erebidae,Arctia,Arctia villica
3824788639.jpg,Erebidae,Arctia,Arctia villica
4116370740.jpg,Erebidae,Arctia,Arctia villica
3858474090.jpg,Erebidae,Arctia,Arctia villica
3825891927.jpg,Erebidae,Arctia,Arctia villica
3824306866.jpg,Erebidae,Arctia,Arctia villica
3826772954.jpg,Erebidae,Arctia,Arctia villica
4103246101.jpg,Erebidae,Arctia,Arctia villica
3995719100.jpg,Erebidae,Arctia,Arctia villica
3823451531.jpg,Erebidae,Arctia,Arctia villica
3997270694.jpg,Erebidae,Arctia,Arctia villica
3903961157.jpg,Erebidae,Arctia,Arctia villica
3996702181.jpg,Erebidae,Arctia,Arctia villica
3860807001.jpg,Erebidae,Arctia,Arctia villica
3995323650.jpg,Erebidae,Arctia,Arctia villica
3996345096.jpg,Erebidae,Arctia,Arctia villica
3860365746.jpg,Erebidae,Arctia,Arctia villica
3859126697.jpg,Erebidae,Arctia,Arctia villica
3995846345.jpg,Erebidae,Arctia,Arctia villica
3859709591.jpg,Erebidae,Arctia,Arctia villica
4102802797.jpg,Erebidae,Arctia,Arctia villica
3827299677.jpg,Erebidae,Arctia,Arctia villica
3712432729.jpg,Erebidae,Arctia,Arctia villica
3997174888.jpg,Erebidae,Arctia,Arctia villica
3873776085.jpg,Erebidae,Arctia,Arctia villica
3995960706.jpg,Erebidae,Arctia,Arctia villica
3823143768.jpg,Erebidae,Arctia,Arctia villica
4116073874.jpg,Erebidae,Arctia,Arctia villica
3860246351.jpg,Erebidae,Arctia,Arctia villica
3859163294.jpg,Erebidae,Arctia,Arctia villica
4056752897.jpg,Erebidae,Arctia,Arctia villica
3858813098.jpg,Erebidae,Arctia,Arctia villica
3996686124.jpg,Erebidae,Arctia,Arctia villica
3996665278.jpg,Erebidae,Arctia,Arctia villica
3995779425.jpg,Erebidae,Arctia,Arctia villica
3905255335.jpg,Erebidae,Arctia,Arctia villica
3903939754.jpg,Erebidae,Arctia,Arctia villica
3860206427.jpg,Erebidae,Arctia,Arctia villica
3823722966.jpg,Erebidae,Arctia,Arctia villica
3996715074.jpg,Erebidae,Arctia,Arctia villica
4116617846.jpg,Erebidae,Arctia,Arctia villica
3858352933.jpg,Erebidae,Arctia,Arctia villica
3823388109.jpg,Erebidae,Arctia,Arctia villica
3996506700.jpg,Erebidae,Arctia,Arctia villica
3997427534.jpg,Erebidae,Arctia,Arctia villica
4056321829.jpg,Erebidae,Arctia,Arctia villica
3995174177.jpg,Erebidae,Arctia,Arctia villica
3995930218.jpg,Erebidae,Arctia,Arctia villica
3824568832.jpg,Erebidae,Arctia,Arctia villica
3827264880.jpg,Erebidae,Arctia,Arctia villica
3995696976.jpg,Erebidae,Arctia,Arctia villica
3784755524.jpg,Erebidae,Arctia,Arctia villica
3858349853.jpg,Erebidae,Arctia,Arctia villica
4116146015.jpg,Erebidae,Arctia,Arctia villica
3995185115.jpg,Erebidae,Arctia,Arctia villica
3824462920.jpg,Erebidae,Arctia,Arctia villica
3995539685.jpg,Erebidae,Arctia,Arctia villica
3824605232.jpg,Erebidae,Arctornis,Arctornis l-nigrum
4057975071.jpg,Erebidae,Arctornis,Arctornis l-nigrum
3997303830.jpg,Erebidae,Arctornis,Arctornis l-nigrum
3996682989.jpg,Erebidae,Arctornis,Arctornis l-nigrum
3996340096.jpg,Erebidae,Arctornis,Arctornis l-nigrum
3827277457.jpg,Erebidae,Arctornis,Arctornis l-nigrum
3859635473.jpg,Erebidae,Arctornis,Arctornis l-nigrum
3824823396.jpg,Erebidae,Arctornis,Arctornis l-nigrum
3859593791.jpg,Erebidae,Atolmis,Atolmis rubricollis
3826649369.jpg,Erebidae,Atolmis,Atolmis rubricollis
3802818576.jpg,Erebidae,Atolmis,Atolmis rubricollis
3802638740.jpg,Erebidae,Atolmis,Atolmis rubricollis
3859390545.jpg,Erebidae,Atolmis,Atolmis rubricollis
3823878478.jpg,Erebidae,Atolmis,Atolmis rubricollis
3825675655.jpg,Erebidae,Atolmis,Atolmis rubricollis
3858329705.jpg,Erebidae,Atolmis,Atolmis rubricollis
3859673384.jpg,Erebidae,Panaxia,Callimorpha dominula
3858724528.jpg,Erebidae,Panaxia,Callimorpha dominula
3859678082.jpg,Erebidae,Panaxia,Callimorpha dominula
3859604389.jpg,Erebidae,Panaxia,Callimorpha dominula
3823404715.jpg,Erebidae,Panaxia,Callimorpha dominula
3824590524.jpg,Erebidae,Panaxia,Callimorpha dominula
3858530635.jpg,Erebidae,Panaxia,Callimorpha dominula
3826145155.jpg,Erebidae,Panaxia,Callimorpha dominula
4112058019.jpg,Erebidae,Callistege,Callistege mi
3784714910.jpg,Erebidae,Callistege,Callistege mi
3784732927.jpg,Erebidae,Callistege,Callistege mi
3784878678.jpg,Erebidae,Callistege,Callistege mi
3784978603.jpg,Erebidae,Callistege,Callistege mi
4111931556.jpg,Erebidae,Callistege,Callistege mi
4112050620.jpg,Erebidae,Callistege,Callistege mi
4116094185.jpg,Erebidae,Callistege,Callistege mi
4080863443.jpg,Erebidae,Calliteara,Calliteara pudibunda
4080912396.jpg,Erebidae,Calliteara,Calliteara pudibunda
4067631027.jpg,Erebidae,Calliteara,Calliteara pudibunda
4011500134.jpg,Erebidae,Calliteara,Calliteara pudibunda
4080795376.jpg,Erebidae,Calliteara,Calliteara pudibunda
4080798346.jpg,Erebidae,Calliteara,Calliteara pudibunda
4080548695.jpg,Erebidae,Calliteara,Calliteara pudibunda
4081030369.jpg,Erebidae,Calliteara,Calliteara pudibunda
3827294791.jpg,Erebidae,Catephia,Catephia alchymista
3827099685.jpg,Erebidae,Catephia,Catephia alchymista
3859412499.jpg,Erebidae,Catephia,Catephia alchymista
3827516687.jpg,Erebidae,Catephia,Catephia alchymista
3826036729.jpg,Erebidae,Catephia,Catephia alchymista
3827232321.jpg,Erebidae,Catephia,Catephia alchymista
3827008187.jpg,Erebidae,Catephia,Catephia alchymista
3824509567.jpg,Erebidae,Catephia,Catephia alchymista
3873280445.jpg,Erebidae,Catocala,Catocala coniuncta
3873190147.jpg,Erebidae,Catocala,Catocala coniuncta
4056552485.jpg,Erebidae,Catocala,Catocala coniuncta
3874018860.jpg,Erebidae,Catocala,Catocala coniuncta
3881531981.jpg,Erebidae,Catocala,Catocala coniuncta
3873763821.jpg,Erebidae,Catocala,Catocala coniuncta
4009941847.jpg,Erebidae,Catocala,Catocala coniuncta
3873094291.jpg,Erebidae,Catocala,Catocala coniuncta
3902662643.jpg,Erebidae,Catocala,Catocala electa
3888805654.jpg,Erebidae,Catocala,Catocala electa
3892415077.jpg,Erebidae,Catocala,Catocala electa
3912074130.jpg,Erebidae,Catocala,Catocala electa
3902332946.jpg,Erebidae,Catocala,Catocala electa
4056088979.jpg,Erebidae,Catocala,Catocala electa
3903260507.jpg,Erebidae,Catocala,Catocala electa
3906813981.jpg,Erebidae,Catocala,Catocala electa
3874110375.jpg,Erebidae,Catocala,Catocala elocata
4056698639.jpg,Erebidae,Catocala,Catocala elocata
3889028813.jpg,Erebidae,Catocala,Catocala elocata
3873688861.jpg,Erebidae,Catocala,Catocala elocata
3881807816.jpg,Erebidae,Catocala,Catocala elocata
3881405147.jpg,Erebidae,Catocala,Catocala elocata
3873214817.jpg,Erebidae,Catocala,Catocala elocata
3888783754.jpg,Erebidae,Catocala,Catocala elocata
3902351879.jpg,Erebidae,Catocala,Catocala fraxini
3889048482.jpg,Erebidae,Catocala,Catocala fraxini
3904638519.jpg,Erebidae,Catocala,Catocala fraxini
3892686836.jpg,Erebidae,Catocala,Catocala fraxini
3892527087.jpg,Erebidae,Catocala,Catocala fraxini
3889038717.jpg,Erebidae,Catocala,Catocala fraxini
3905529622.jpg,Erebidae,Catocala,Catocala fraxini
3903087633.jpg,Erebidae,Catocala,Catocala fraxini
3859861503.jpg,Erebidae,Catocala,Catocala nupta
4009748884.jpg,Erebidae,Catocala,Catocala nupta
4056519339.jpg,Erebidae,Catocala,Catocala nupta
3859533892.jpg,Erebidae,Catocala,Catocala nupta
3826400348.jpg,Erebidae,Catocala,Catocala nupta
4056828229.jpg,Erebidae,Catocala,Catocala nupta
3995823209.jpg,Erebidae,Catocala,Catocala nupta
3860282177.jpg,Erebidae,Catocala,Catocala nupta
3859248964.jpg,Erebidae,Catocala,Catocala nymphagoga
3858869648.jpg,Erebidae,Catocala,Catocala nymphagoga
3860600630.jpg,Erebidae,Catocala,Catocala nymphagoga
3858527116.jpg,Erebidae,Catocala,Catocala nymphagoga
3860003697.jpg,Erebidae,Catocala,Catocala nymphagoga
3860031647.jpg,Erebidae,Catocala,Catocala nymphagoga
4009735487.jpg,Erebidae,Catocala,Catocala nymphagoga
3859562012.jpg,Erebidae,Catocala,Catocala nymphagoga
3905600502.jpg,Erebidae,Catocala,Catocala promissa
4057241074.jpg,Erebidae,Catocala,Catocala promissa
3905262635.jpg,Erebidae,Catocala,Catocala promissa
3904619488.jpg,Erebidae,Catocala,Catocala promissa
3904217368.jpg,Erebidae,Catocala,Catocala promissa
4056391034.jpg,Erebidae,Catocala,Catocala promissa
4056404902.jpg,Erebidae,Catocala,Catocala promissa
3859446278.jpg,Erebidae,Catocala,Catocala promissa
4056145285.jpg,Erebidae,Catocala,Catocala sponsa
3906242709.jpg,Erebidae,Catocala,Catocala sponsa
4056384281.jpg,Erebidae,Catocala,Catocala sponsa
4056423519.jpg,Erebidae,Catocala,Catocala sponsa
4056030908.jpg,Erebidae,Catocala,Catocala sponsa
4056023984.jpg,Erebidae,Catocala,Catocala sponsa
4057246171.jpg,Erebidae,Catocala,Catocala sponsa
4056355060.jpg,Erebidae,Catocala,Catocala sponsa
3773746208.jpg,Erebidae,Clytie,Clytie illunaris
3729839404.jpg,Erebidae,Clytie,Clytie illunaris
3822677956.jpg,Erebidae,Clytie,Clytie illunaris
3906089667.jpg,Erebidae,Clytie,Clytie illunaris
4096892397.jpg,Erebidae,Clytie,Clytie illunaris
4091852617.jpg,Erebidae,Clytie,Clytie illunaris
3904062484.jpg,Erebidae,Clytie,Clytie illunaris
3947587397.jpg,Erebidae,Clytie,Clytie illunaris
4116356493.jpg,Erebidae,Colobochyla,Colobochyla salicalis
3904226646.jpg,Erebidae,Colobochyla,Colobochyla salicalis
3858437955.jpg,Erebidae,Colobochyla,Colobochyla salicalis
3856940797.jpg,Erebidae,Colobochyla,Colobochyla salicalis
3903916157.jpg,Erebidae,Colobochyla,Colobochyla salicalis
3824768467.jpg,Erebidae,Colobochyla,Colobochyla salicalis
4056367961.jpg,Erebidae,Colobochyla,Colobochyla salicalis
4057290967.jpg,Erebidae,Colobochyla,Colobochyla salicalis
3785059617.jpg,Erebidae,Coscinia,Coscinia cribraria
3905676540.jpg,Erebidae,Coscinia,Coscinia cribraria
3772425560.jpg,Erebidae,Coscinia,Coscinia cribraria
3906606189.jpg,Erebidae,Coscinia,Coscinia cribraria
3824261252.jpg,Erebidae,Coscinia,Coscinia cribraria
3903941742.jpg,Erebidae,Coscinia,Coscinia cribraria
3773701274.jpg,Erebidae,Coscinia,Coscinia cribraria
4111743865.jpg,Erebidae,Coscinia,Coscinia cribraria
3905316137.jpg,Erebidae,Coscinia,Coscinia striata
3826853556.jpg,Erebidae,Coscinia,Coscinia striata
4056253379.jpg,Erebidae,Coscinia,Coscinia striata
3905180211.jpg,Erebidae,Coscinia,Coscinia striata
3826816927.jpg,Erebidae,Coscinia,Coscinia striata
4056539618.jpg,Erebidae,Coscinia,Coscinia striata
3996090075.jpg,Erebidae,Coscinia,Coscinia striata
3905105121.jpg,Erebidae,Coscinia,Coscinia striata
3905645268.jpg,Erebidae,Cybosia,Cybosia mesomella
4062585060.jpg,Erebidae,Cybosia,Cybosia mesomella
4057573031.jpg,Erebidae,Cybosia,Cybosia mesomella
3905175630.jpg,Erebidae,Cybosia,Cybosia mesomella
3905823405.jpg,Erebidae,Cybosia,Cybosia mesomella
3905048397.jpg,Erebidae,Cybosia,Cybosia mesomella
3827054203.jpg,Erebidae,Cybosia,Cybosia mesomella
3826952234.jpg,Erebidae,Cybosia,Cybosia mesomella
4057174433.jpg,Erebidae,Spilosoma,Diacrisia sannio
4112047038.jpg,Erebidae,Spilosoma,Diacrisia sannio
3785124716.jpg,Erebidae,Spilosoma,Diacrisia sannio
3802425033.jpg,Erebidae,Spilosoma,Diacrisia sannio
3802759856.jpg,Erebidae,Spilosoma,Diacrisia sannio
3859860577.jpg,Erebidae,Spilosoma,Diacrisia sannio
3802662666.jpg,Erebidae,Spilosoma,Diacrisia sannio
3802711979.jpg,Erebidae,Spilosoma,Diacrisia sannio
4091629003.jpg,Erebidae,Spilosoma,Diaphora mendica
4091595993.jpg,Erebidae,Spilosoma,Diaphora mendica
4091801092.jpg,Erebidae,Spilosoma,Diaphora mendica
4076357412.jpg,Erebidae,Spilosoma,Diaphora mendica
4091367725.jpg,Erebidae,Spilosoma,Diaphora mendica
4091525886.jpg,Erebidae,Spilosoma,Diaphora mendica
4091465082.jpg,Erebidae,Spilosoma,Diaphora mendica
4091459092.jpg,Erebidae,Spilosoma,Diaphora mendica
3996087102.jpg,Erebidae,Calliteara,Dicallomera fascelina
3905115792.jpg,Erebidae,Calliteara,Dicallomera fascelina
3904792199.jpg,Erebidae,Calliteara,Dicallomera fascelina
3907151166.jpg,Erebidae,Calliteara,Dicallomera fascelina
3905843148.jpg,Erebidae,Calliteara,Dicallomera fascelina
3997099588.jpg,Erebidae,Calliteara,Dicallomera fascelina
3889065510.jpg,Erebidae,Calliteara,Dicallomera fascelina
3905607414.jpg,Erebidae,Calliteara,Dicallomera fascelina
3905142313.jpg,Erebidae,Dysauxes,Dysauxes ancilla
3907377137.jpg,Erebidae,Dysauxes,Dysauxes ancilla
3907338678.jpg,Erebidae,Dysauxes,Dysauxes ancilla
3904609997.jpg,Erebidae,Dysauxes,Dysauxes ancilla
3873455051.jpg,Erebidae,Dysauxes,Dysauxes ancilla
3858849828.jpg,Erebidae,Dysauxes,Dysauxes ancilla
3906993818.jpg,Erebidae,Dysauxes,Dysauxes ancilla
3905104327.jpg,Erebidae,Dysauxes,Dysauxes ancilla
4057827356.jpg,Erebidae,Dysgonia,Dysgonia algira
3988478449.jpg,Erebidae,Dysgonia,Dysgonia algira
3773767328.jpg,Erebidae,Dysgonia,Dysgonia algira
3773402415.jpg,Erebidae,Dysgonia,Dysgonia algira
4102780431.jpg,Erebidae,Dysgonia,Dysgonia algira
4034901593.jpg,Erebidae,Dysgonia,Dysgonia algira
3784873727.jpg,Erebidae,Dysgonia,Dysgonia algira
3773236962.jpg,Erebidae,Dysgonia,Dysgonia algira
3826832798.jpg,Erebidae,Eilema,Eilema caniola
3802695173.jpg,Erebidae,Eilema,Eilema caniola
3824418075.jpg,Erebidae,Eilema,Eilema caniola
4111786918.jpg,Erebidae,Eilema,Eilema caniola
4046604501.jpg,Erebidae,Eilema,Eilema caniola
3773780419.jpg,Erebidae,Eilema,Eilema caniola
3747323209.jpg,Erebidae,Eilema,Eilema caniola
4116407544.jpg,Erebidae,Eilema,Eilema caniola
3995221743.jpg,Erebidae,Eilema,Eilema complana
3995033416.jpg,Erebidae,Eilema,Eilema complana
3996257991.jpg,Erebidae,Eilema,Eilema complana
3996220848.jpg,Erebidae,Eilema,Eilema complana
3996531235.jpg,Erebidae,Eilema,Eilema complana
3995871187.jpg,Erebidae,Eilema,Eilema complana
3995013157.jpg,Erebidae,Eilema,Eilema complana
3995815079.jpg,Erebidae,Eilema,Eilema complana
3859399106.jpg,Erebidae,Eilema,Eilema depressa
3860546600.jpg,Erebidae,Eilema,Eilema depressa
3996949913.jpg,Erebidae,Eilema,Eilema depressa
3860250849.jpg,Erebidae,Eilema,Eilema depressa
3995042249.jpg,Erebidae,Eilema,Eilema depressa
3906561904.jpg,Erebidae,Eilema,Eilema depressa
3904179039.jpg,Erebidae,Eilema,Eilema depressa
3860453223.jpg,Erebidae,Eilema,Eilema depressa
3859073638.jpg,Erebidae,Eilema,Eilema griseola
4056197977.jpg,Erebidae,Eilema,Eilema griseola
3923721100.jpg,Erebidae,Eilema,Eilema griseola
4055896002.jpg,Erebidae,Eilema,Eilema griseola
4058034832.jpg,Erebidae,Eilema,Eilema griseola
3858770369.jpg,Erebidae,Eilema,Eilema griseola
3905834119.jpg,Erebidae,Eilema,Eilema griseola
3996607930.jpg,Erebidae,Eilema,Eilema griseola
3860710618.jpg,Erebidae,Eilema,Eilema lurideola
3858406661.jpg,Erebidae,Eilema,Eilema lurideola
3860694731.jpg,Erebidae,Eilema,Eilema lurideola
3902053669.jpg,Erebidae,Eilema,Eilema lurideola
3860186746.jpg,Erebidae,Eilema,Eilema lurideola
3860342520.jpg,Erebidae,Eilema,Eilema lurideola
3860762125.jpg,Erebidae,Eilema,Eilema lurideola
3858781516.jpg,Erebidae,Eilema,Eilema lurideola
3995625484.jpg,Erebidae,Eilema,Eilema pygmaeola
3905815681.jpg,Erebidae,Eilema,Eilema pygmaeola
3904639763.jpg,Erebidae,Eilema,Eilema pygmaeola
3995191717.jpg,Erebidae,Eilema,Eilema pygmaeola
3907130601.jpg,Erebidae,Eilema,Eilema pygmaeola
3905418745.jpg,Erebidae,Eilema,Eilema pygmaeola
3905561455.jpg,Erebidae,Eilema,Eilema pygmaeola
3904218195.jpg,Erebidae,Eilema,Eilema pygmaeola
4102915436.jpg,Erebidae,Eilema,Eilema sororcula
4103351935.jpg,Erebidae,Eilema,Eilema sororcula
4103361396.jpg,Erebidae,Eilema,Eilema sororcula
4102878420.jpg,Erebidae,Eilema,Eilema sororcula
4075898259.jpg,Erebidae,Eilema,Eilema sororcula
4096967530.jpg,Erebidae,Eilema,Eilema sororcula
4103339377.jpg,Erebidae,Eilema,Eilema sororcula
4103350430.jpg,Erebidae,Eilema,Eilema sororcula
3891242596.jpg,Noctuidae,Eublemma,Eublemma minutata
3880608982.jpg,Noctuidae,Eublemma,Eublemma minutata
3904521426.jpg,Noctuidae,Eublemma,Eublemma minutata
4057304567.jpg,Noctuidae,Eublemma,Eublemma minutata
3905022947.jpg,Noctuidae,Eublemma,Eublemma minutata
3826390723.jpg,Noctuidae,Eublemma,Eublemma minutata
3826464718.jpg,Noctuidae,Eublemma,Eublemma minutata
3825972686.jpg,Noctuidae,Eublemma,Eublemma minutata
4111927263.jpg,Noctuidae,Eublemma,Eublemma ostrina
3822978132.jpg,Noctuidae,Eublemma,Eublemma ostrina
4075854537.jpg,Noctuidae,Eublemma,Eublemma ostrina
4116513314.jpg,Noctuidae,Eublemma,Eublemma ostrina
4039303289.jpg,Noctuidae,Eublemma,Eublemma ostrina
4091958384.jpg,Noctuidae,Eublemma,Eublemma ostrina
4091714552.jpg,Noctuidae,Eublemma,Eublemma ostrina
3905650640.jpg,Noctuidae,Eublemma,Eublemma ostrina
4116581575.jpg,Noctuidae,Eublemma,Eublemma parva
4116200166.jpg,Noctuidae,Eublemma,Eublemma parva
4111692141.jpg,Noctuidae,Eublemma,Eublemma parva
3903942402.jpg,Noctuidae,Eublemma,Eublemma parva
3881719512.jpg,Noctuidae,Eublemma,Eublemma parva
4116638035.jpg,Noctuidae,Eublemma,Eublemma parva
3902809305.jpg,Noctuidae,Eublemma,Eublemma parva
3997019062.jpg,Noctuidae,Eublemma,Eublemma parva
3826390723.jpg,Noctuidae,Eublemma,Eublemma minutata
3823351696.jpg,Noctuidae,Eublemma,Eublemma minutata
3879912132.jpg,Noctuidae,Eublemma,Eublemma minutata
3880608982.jpg,Noctuidae,Eublemma,Eublemma minutata
3825972686.jpg,Noctuidae,Eublemma,Eublemma minutata
3905022947.jpg,Noctuidae,Eublemma,Eublemma minutata
3904521426.jpg,Noctuidae,Eublemma,Eublemma minutata
3891242596.jpg,Noctuidae,Eublemma,Eublemma minutata
3826213615.jpg,Noctuidae,Eublemma,Eublemma purpurina
3827101638.jpg,Noctuidae,Eublemma,Eublemma purpurina
3827375426.jpg,Noctuidae,Eublemma,Eublemma purpurina
3860422455.jpg,Noctuidae,Eublemma,Eublemma purpurina
3905660320.jpg,Noctuidae,Eublemma,Eublemma purpurina
3904219542.jpg,Noctuidae,Eublemma,Eublemma purpurina
3823867708.jpg,Noctuidae,Eublemma,Eublemma purpurina
3827285986.jpg,Noctuidae,Eublemma,Eublemma purpurina
4034741390.jpg,Erebidae,Euchromia,Euchromia lethe
4006533007.jpg,Erebidae,Euchromia,Euchromia lethe
4054908540.jpg,Erebidae,Euchromia,Euchromia lethe
3888796469.jpg,Erebidae,Euchromia,Euchromia lethe
4028780894.jpg,Erebidae,Euchromia,Euchromia lethe
3320860409.jpg,Erebidae,Euchromia,Euchromia lethe
4028789994.jpg,Erebidae,Euchromia,Euchromia lethe
3320871430.jpg,Erebidae,Euchromia,Euchromia lethe
4102739582.jpg,Erebidae,Euclidia,Euclidia glyphica
4091871695.jpg,Erebidae,Euclidia,Euclidia glyphica
4111993073.jpg,Erebidae,Euclidia,Euclidia glyphica
4116104280.jpg,Erebidae,Euclidia,Euclidia glyphica
4103322173.jpg,Erebidae,Euclidia,Euclidia glyphica
4116199302.jpg,Erebidae,Euclidia,Euclidia glyphica
4103249229.jpg,Erebidae,Euclidia,Euclidia glyphica
4091672589.jpg,Erebidae,Euclidia,Euclidia glyphica
3905506549.jpg,Erebidae,Panaxia,Euplagia quadripunctaria
3904503795.jpg,Erebidae,Panaxia,Euplagia quadripunctaria
3907235642.jpg,Erebidae,Panaxia,Euplagia quadripunctaria
3859107826.jpg,Erebidae,Panaxia,Euplagia quadripunctaria
3858416762.jpg,Erebidae,Panaxia,Euplagia quadripunctaria
4034931563.jpg,Erebidae,Panaxia,Euplagia quadripunctaria
3859562057.jpg,Erebidae,Panaxia,Euplagia quadripunctaria
3859201805.jpg,Erebidae,Panaxia,Euplagia quadripunctaria
3860316089.jpg,Erebidae,Euproctis,Euproctis chrysorrhoea
